state,location,notices,workers,reason
IL,"2000 Springhill Mall HIghways 31 and 72 Dundee, IL 60118",1,139,no matching place
IL,"HEBRON DIV PO BOX 365 HEBRON, IL 60034",1,139,no matching place
LA,"414 Pine St, Monroe, LA 4673 Eugene Ware Blvd, Bastrop, LA",1,139,2 distinct places named
NJ,South Iselin,1,139,no matching place
OH,Cleveland(Cuyahoga) Cincinnati (Hamilton),1,139,3 distinct places named
WI,"Brookfield, Madison, Monroe, New Glarus, & Oconomowoc",1,139,4 distinct places named
CO,Multi-Area,1,138,no matching place
IL,"901 W. Oakton Des Plaines, IL 60018",1,138,no matching place
IL,"COUNTY ROAD 18 MARISSA, IL 62257",2,138,no matching place
IL,"Chicago, Harvey, Berwyn Elgin, Aurora Multiple, IL 60619",1,138,2 distinct places named
IL,"JOLIET GENERATING STATION #9 1601 SOUTH PATTERSON JOLIET, IL 60437",1,138,no matching place
MI,"Zeeland, Michigan and Traverse City, Michigan",1,138,2 distinct places named
NC,2540 Wilco Boulevard S Wilson NC 27893,1,138,no matching place
NJ,Denver,1,138,no matching place
NJ,S. KEARNY,1,138,no matching place
OR,PORTLAND & GRESHAM,1,138,2 distinct places named
CA,EDWARDS,2,137,no matching place
IL,"26TH STREET & WALLACE STREET CHICAGO HEIGHTS, IL 60411",1,137,no matching place
IL,"7400 OLD ST LOUIS ROAD BELLEVILLE, IL 62223",1,137,no matching place
IL,"4300 Morgan Road Chicage, IL 60609",1,136,no matching place
IL,"5555 N. Wolcott Chicago, IL 60640",1,136,no matching place
LA,"200 James Drive East St. Rose, LA 70087",1,136,no matching place
LA,"706 Highway 167 North Dodson, LA. 7142",1,136,no matching place
MD,11 Horseshoe Point Lane,1,136,no place name in the string
NY,Sunnyside,1,136,no matching place
WI,"Middleton, DeForest",1,136,2 distinct places named
CA,VERNALIS,1,135,no matching place
CT,"702 North Shore Dr, Suite 300, Jeffersonville, IN 47130",1,135,no matching place
GA,"5163 Thompson Bridge Rd, Murrayville, Georgia",1,135,no matching place
IL,"3333 West Touhy Lincolnwood, IL 60712",1,135,no matching place
NC,and,1,135,no matching place
OH,Montpelier of WIA-Rapid,1,135,no matching place
CA,PASO ROBLES,3,134,no matching place
CA,Pittsburgh,1,134,no matching place
CO,Denver & Arapahoe/Douglas,1,134,2 distinct places named
IL,"325 Route 31 South Aurora, IL 60538",1,134,no matching place
IL,"900 S Route 66 Mount Olive, IL 62069-1559",1,134,no matching place
IL,"I-55 & JOLIET ROAD LEMONT, IL 60439",1,134,no matching place
IL,"PO BOX 218 HIGHWAY 36 TUSCOLA, IL 61953",1,134,no matching place
LA,"4811 A. Bradford Drive Huntsville, LA 35805",1,134,no matching place
MI,"Grand Rapids, Michigan and Kentwood, Michigan",1,134,2 distinct places named
VA,Crozrt VA,1,134,no matching place
VA,Faiffax VA,1,134,no matching place
VA,"Norfolk, Chesapeake & Newport News VA",1,134,3 distinct places named
CO,"Multiple: A/D, Pikes Peak, Jeffco",1,133,no matching place
IL,"#1 Eagle Court Mt. Vernon, IL 62864",1,133,no matching place
IL,"1640 WEST HUBBARD CHICAGO, IL 60622",1,133,no matching place
IL,"5523 N CUMBERLAND CHIAGO, IL 60656",1,133,no matching place
NC,Kings,1,133,no matching place
WI,Miwaukee,1,133,no matching place
IL,"2 WOODFIELD MALL SCHAUMBURG, IL 60196",1,132,no matching place
IL,"404 W Army Trail Rd Bloomingdale, IL 60108-1379",1,132,no matching place
IL,"79 WEST MONROE CHICAGO, IL 60603",1,132,no matching place
IL,"999 E Touhy Ave 225 Des Plaines, IL 60018-2736",2,132,no matching place
IL,"One Grant Square Hinsdale, IL 60521",1,132,no matching place
MN,Burnseville,1,132,no matching place
NC,"1910 Weeksville Rd, #111 Elizabeth City NC 27909",1,132,no matching place
VA,Dumfries & Fairfax VA,1,132,2 distinct places named
CA,MONTROSE,3,131,no matching place
DE,974 Centre Road,1,131,no place name in the string
IN,Cambridgebr />City,1,131,no matching place
OH,Hts,2,131,no matching place
WI,"Green Bay, Greendale, Janesville, Johnson Creek, Madison, Racine, Wauwatosa",1,131,6 distinct places named
CA,Mcclellan,2,130,no matching place
GA,Ft. Gordon,2,130,no matching place
IL,"1 Gateway Commerce Center Dr West Edwardsville, IL 62025-2814",1,130,no matching place
IL,"13511 SOUTH TORRENCE CHICAGO, IL 60633",1,130,no matching place
IL,"222 Merchandise Mart Plaza Chicago, IL 60654",2,130,no matching place
IL,"350 N Orleans St. S1-100 Chicago, IL 60654",1,130,no matching place
IL,"8201 W 47th St., McCook, IL 60525 600 W Chicago Ave., Ste.125 Chicago, IL 60610",1,130,2 distinct places named
IL,"P O BOX 5034 BOLINGBROOK, IL 60440",1,130,no matching place
LA,"13135 S. Dairy Ashford, Suite 800 Sugarland TX 77478",1,130,no matching place
MD,"1615 Thames St #200 Baltimore, MD 21231",1,130,no matching place
MD,"4801 Hollins Ferry Road Halethorpe, MD 21227",1,130,no matching place
MN,Lincolnshire,3,130,no matching place
NJ,Ft. Monmouth,1,130,no matching place
NY,Bayside,3,130,no matching place
NY,West Harrison,1,130,no matching place
OH,Avon Lake and Elyria (Lorain),1,130,2 distinct places named
OH,"Cleveland, Parma, North Olmstead",1,130,2 distinct places named
OH,Jefferson (Ashtabula),1,130,2 distinct places named
OH,Miamisburg & Dayton(Montgomery and Greene),1,130,3 distinct places named
VA,Fort Eustis & Fort Story VA,1,130,no matching place
CA,Canyon Country,5,129,no matching place
IL,"233 N. Michigan Ave., Two IL Center, Ste 1440, 14th Floor Chicago, IL 60601",1,129,no matching place
IL,"749 W. Commercial Street P.O. Box 488 Salem, IL 62881-2326",1,129,no matching place
IL,"RR 1 ANNA, IL 62906",1,129,no matching place
IL,"16300 Harlem Tinley Part, IL 60477",1,128,no matching place
NC,7110 E Washington St. Ext Mebane,1,128,no matching place
NJ,Blue Anchor,1,128,no matching place
NM,Las Curces,1,128,no matching place
VA,North Chesterfield VA,3,128,no matching place
WI,"Rothschild, Monona",1,128,2 distinct places named
CA,Lakeside,4,127,name matches more than one place
FL,LAKE WORTH,7,127,no matching place
IL,"2 Stratford Square Mall Bloomingdale, IL 60108-2220",1,127,no matching place
IL,"2545 West Diversey Chicago, IL 60647",1,127,no matching place
IL,"SPRINGFIELD CAPITOL AIRPORT SPRINGFIELD, IL 62702",1,127,no matching place
IL,"TRACKSIDE 2000 W EUCLID ARLINGTON HGTS, IL 60006-0007",1,127,no matching place
IL,"Univ. of Chicago Medical Center 5841 S. Maryland Ave. Rm A010 Chicago, IL 60637",1,127,no matching place
NC,1435 US Highway 421 Business Wilkesboro,1,127,no matching place
NC,3628 Yorkmont Road #A Charlotte NC 28208,1,127,no matching place
NC,905 NC Hwy 49 S Asheboro,1,127,no matching place
NC,Battleboro,1,127,no matching place
VA,Kinsale VA,2,127,no matching place
WI,13 Wisconsin,1,127,no matching place
AZ,Madison,2,126,no matching place
FL,MAYPORT,2,126,no matching place
IN,Warsaw and Fort Wayne,1,126,2 distinct places named
LA,"7012 LA Hwy 1 South Addis, LA 70710",1,126,no matching place
MD,"1471 Rockville Pike Rockville, MD 20852",2,126,no matching place
MI,Harbor Springs/Boyne City,1,126,2 distinct places named
WI,Easy Troy,1,126,no matching place
GA,Bremen/waco,1,125,2 distinct places named
IL,"100 Oakbrook Center Oak Brook, IL 60523",1,125,no matching place
IL,"2141 SOUTH JEFFERSON CHICAGO, IL 60616",1,125,no matching place
IL,"230 W. Palatine Road 301 Holbrook Drive Wheeling, IL 60090",1,125,no matching place
IL,"3106 NORTH ROUTE 12 SPRING GROVE, IL 60081",1,125,no matching place
IL,"7800 14th Street W. Rock Island, IL 61201",1,125,no matching place
IL,"990 N Kenzie Bradley, IL 60915",1,125,no matching place
IN,"Highland, Merrillville, Lafayette, Avon, Carmel, Fishers, Greenwood, Terre Haute, Bloomington, Clarksville, New Albany, Evansville and Indianapolis",1,125,13 distinct places named
MA,"Lowell Three (3) locations, Northeast",1,125,no matching place
SC,Statewide - Multiple Counties,4,125,no matching place
WA,"Auburn, Arlington, Benton City, Spokane",1,125,4 distinct places named
IL,"25 S. Halsted Chicago, IL 60661",1,124,no matching place
IL,"2611 NORTH LINCOLN AVENUE URBANA, IL 61801",1,124,no place name in the string
IL,"5050 NORTH BROADWAY CHICAGO, IL 60640",1,124,no matching place
IL,"510 Merchandise Mart Plaza Chicago, IL 60654",1,124,no matching place
IL,"916 S Wabash Ave Ste 100 2750 West Roosevelt Chicago, IL 60605-2205",1,124,no matching place
IL,"PO BOX 308 PERCY, IL 62272-0308",2,124,no matching place
MI,"Canton, Michigan",2,124,no matching place
NJ,For Lee,1,124,no matching place
OH,Toledo Bureau of WIA-Rapid,1,124,no matching place
IL,"11037 Old Hwy 50 Flora, IL 62839",2,123,no matching place
IL,"PROVISIONING & MAINTENANCE 10 S CANAL STREET CHICAGO, IL 60606-5307",1,123,no matching place
IN,"Anderson, Auburn, Bloomington, Columbus, Elkhart, Evansville, Fort Wayne, Gary, Hammond, Indianapolis, Kokomo, Lafayette, Madison, Marion, Merrillville, Michigan City, Muncie, Richmond, South Bend, Terre Haute, Valparaiso, and Vincennes",1,123,22 distinct places named
LA,"(Entergy Operations- Riverbend Station) 5485 US Hwy 61 St. Francisville, LA 70775",1,123,no matching place
NC,7708 US Hwy 64 Alt W Tarboro,1,123,no matching place
NV,"Remote, Remote",8,123,no matching place
WA,"Mountlake Terrace, Fife",1,123,2 distinct places named
WI,"Appleton, La Crosse, Wauwatosa",1,123,2 distinct places named
CA,CHINA LAKE,3,122,no matching place
IL,"1505 E. Main Urbana, IL 61802",1,122,no matching place
IL,"45 W Hintz Wheeling, IL 60090",1,122,no matching place
IL,"501 NORTH ELIDA WINNEBAGO, IL 61088",1,122,no matching place
IL,"FOOT OF ALEXANDER PEORIA, IL 61603",1,122,no matching place
IL,"S Eaton St Robinson, IL 62454",2,122,no matching place
LA,"Hwy 90 Hahnville, LA. 70068",1,122,no matching place
NC,RBC Bldg.2-1731Room 106 Fort Bragg,1,122,no matching place
NJ,Peapack,1,122,no matching place
NY,"Corfu, West Henrietta, Victor",1,122,2 distinct places named
SC,Fort Jackson,2,122,no matching place
CO,"Denver, Boulder",1,121,2 distinct places named
IL,"1700 HARVESTER RD PO BOX 2200 WEST CHICAGO, IL 60185",1,121,no matching place
IL,"O'HARE INTERNATIONAL CHICAGO, IL 60666",1,121,no matching place
IL,"OLD US HWY 50W PO BOX 399 FLORA, IL 62839",1,121,no matching place
IL,"RESEARCH & DEV. FACILITY 601 E KENSINGTON ROAD MOUNT PROSPECT, IL 60056",2,121,no matching place
MD,"U.S.Navy's Fleet Readiness Center- Aviation Support Equipment, Solomons Complex, Bldg 105, B Ave, Solomons Island, MD 20688",1,121,no matching place
MI,"Cadillac, Michigan and Novi, Michigan",1,121,2 distinct places named
MO,Springfield area,1,121,no matching place
WA,"Lynnwood, Vancouver",1,121,2 distinct places named
CA,DODGERTOWN,3,120,no matching place
FL,Dania,2,120,no matching place
GA,"6900 US-411, Crandall, Georgia",2,120,no matching place
IL,"10000 Bessie Coleman Dr O'Hare Chicago, IL 60666",1,120,no matching place
IL,"1303 East Voorhees Street P O Box 214 Danville, IL 61832",1,120,no matching place
IL,"15130 Concord Circle Morgan Hill, CA 95037-5493",1,120,no matching place
IL,"1601 Nicholas Boulevard Diversified Brands Division Elk Grove Village, IL 60007",1,120,no matching place
IL,"2301 SHERMER RD, BOX 3011 NORTHBROOK, IL 60065",1,120,no matching place
IL,"2501 W. Wabash Springfield, IL 62704",1,120,no matching place
IL,"2509 W DEVON CHICAGO, IL 60659",1,120,no matching place
IL,"5 OAK BROOK CENTER OAK BROOK, IL 60521",1,120,no matching place
IL,"5500 N. St. Louis Chicago, IL 60625-4699",1,120,no matching place
IL,"917 N. Santa Fe Princeville, IL 61401",1,120,no matching place
IL,"ONE EAST OLD STATE CAPITOL PLZ SPRINGFIELD, IL 62701",1,120,no matching place
IL,"ROUTE 75 ROCKTON, IL 61072",1,120,no matching place
LA,"13135 South Dairy Ashford Suite 800 Sugarland, Tx 77478",1,120,no matching place
NC,220 Dominion Dr # A Morrisville NC 27560,1,120,no matching place
NC,3990 US 311 Hwy N Pine Hall NC 27042,1,120,no matching place
NJ,Lombard,1,120,no matching place
OH,Bluffton of WIA-Rapid,1,120,no matching place
OH,Washington C.H.,1,120,no matching place
OR,SOUTH AND NORTH SALEM,1,120,no matching place
PA,Lehigh and Bucks,1,120,no matching place
SC,111 Fountain Inn,1,120,no matching place
WA,Redmond & Kent,1,120,2 distinct places named
WA,"SeaTac, Tukwila",1,120,2 distinct places named
CA,Carlotta,1,119,no matching place
IL,"4847 Old Orchard Shopping Center Skokie, IL 60077",1,119,no matching place
IN,Indianapolis & Plainfield,1,119,2 distinct places named
MA,"Burlington, MA, Boston",2,119,2 distinct places named
MA,"North Easton, Southeast",1,119,no matching place
NC,John Brantley Blvd Morrisville NC 27560,1,119,no matching place
NJ,Kennilworth,1,119,no matching place
OR,"Vancouver, WA",1,119,no matching place
VA,Tyson's Corner VA,1,119,no matching place
WA,"Des Moines, Auburn, Puyallup",1,119,3 distinct places named
AZ,Oakland,3,118,no matching place
CA,Korbel,2,118,no matching place
CO,Various,3,118,no matching place
IL,"3701 Algonquin Road Suites 500 & 600 Rolling Meadows, IL 60008",1,118,no matching place
IL,"440 SOUTH LASALLE SUITE 2500 CHICAGO, IL 60605",1,118,no matching place
IL,"6420 W HOWARD NILES, IL 60714",1,118,no matching place
IL,"BOHN STREET ROSICLARE, IL 62982",1,118,no matching place
IL,"One Woodfield Lake 1000 East Woodfield Road Schaumburg, IL 60173-4728",1,118,no matching place
MA,East Taunton,2,118,no matching place
MD,"3901 Vero Road Halethorpe, MD 21227",1,118,no matching place
MD,"7801 Dorsey Run Jessup, MD 20794",1,118,no matching place
MO,FentonRiverside,1,118,no matching place
NC,202 W Nc Highway 54 # 301 Durham NC 27713,1,118,no matching place
NC,350 E Six Forks Rd # A Raleigh NC 27609,1,118,no matching place
NC,3825 S Roxboro St # 101 Durham NC 27713,1,118,no matching place
NC,6300 Creedmoor Rd # 150 Raleigh NC 27612,1,118,no matching place
NC,940 US 64 Hwy W Apex NC 27523,1,118,no matching place
NJ,Dallas,1,118,no matching place
SC,SC,1,118,no place name in the string
WI,"Athens, Plover",1,118,2 distinct places named
CA,Hemet & Temecula,1,117,2 distinct places named
FL,34428,1,117,no place name in the string
GA,Sargent,1,117,no matching place
IL,"175 WEST JACKSON BLVD 3RD FL CHICAGO, IL 60604",2,117,no matching place
IL,"200 North Mannheim Hillside, IL 60162",1,117,no matching place
IL,"20821 S CICERO MATTESON, IL 60411",1,117,no matching place
MD,"10900 Old Court Road Baltimore Woodstock, MD 21163",1,117,no matching place
NJ,Hamilton Township,2,117,no matching place
VA,"Arlington, Alexandria & Reston VA",1,117,3 distinct places named
NJ,Remote Locations Throughout NJ,2,116,no matching place
NY,Pocantico Hills,1,116,no matching place
OH,Health,1,116,no matching place
VA,Midlothian & Glen Allen VA,1,116,2 distinct places named
AZ,New York,3,115,no matching place
CA,Cardiff By The Sea,1,115,no matching place
GA,Suwanne,1,115,no matching place
IL,"1511 West Lincoln Peoria, IL 61605-1860",1,115,no matching place
IL,"2 FOX VALLEY CENTER AURORA, IL 60505",1,115,no matching place
IL,"251 E. Huron Chicago, IL 60611",1,115,no matching place
IL,"2901 North Mannheim Road Lakeshore Division Franklin Park, IL 60457",1,115,no matching place
IL,"330 S Fairbank Addison, IL 60101-3124",1,115,no matching place
IL,"Chicago O'Hare Airport 10000 W Balmoral Ave. Chicago, IL 60666",1,115,no matching place
IL,"One Neon Drive Mt. Vernon, IL 62864",2,115,no matching place
LA,"5847 San Felipe Houston, TX 77057",1,115,no matching place
MA,"Wakefield, MA, Boston",2,115,2 distinct places named
MT,Lewis & Clark,2,115,no matching place
NC,"177 Barley Park Lane, PO Box 1101 Mooresville",1,115,no matching place
OH,Parma/Cuyahoga and Cleveland Heights/Cuyahoga,1,115,2 distinct places named
OH,Washington CH,1,115,no matching place
OH,Wellston (Jackson) Hamden (Vinton)and Gallipolis (Gallia),1,115,4 distinct places named
WA,Seattle-Tacoma,1,115,no matching place
GA,Plano,1,114,no matching place
IL,"1100 South Cicero Oak Lawn, IL 60453",1,114,no matching place
IL,"205 Alton Sqaure Mall Alton, IL 62002",1,114,no matching place
IL,"3440 N. Kedzie Ave., Chicago 60618 4929 S. Mason Ave. Chicago, IL 60638",1,114,no matching place
IL,"500 Art Bartell Rd Urbana, IL 61802-2888",1,114,no place name in the string
LA,"Ft. Polk U.S. Army Base Bldg 1560 – Alabama Ave Ft. Polk, LA 71459",1,114,no matching place
MI,Remus,1,114,no matching place
MI,"Remus, Michigan",1,114,no matching place
MI,"Shelby Township, Michigan and Caledonia, Michigan",1,114,2 distinct places named
NJ,Remote Location,1,114,no matching place
OH,Columbus (Franklin) and Pataskala (Licking),1,114,3 distinct places named
SC,Columbia/Irmo/West Columbia,1,114,3 distinct places named
CO,Multiple: Denver and Pikes Peak,1,113,no matching place
CT,"Colchester,Milford,Northford,Ridgefield,Tolland, Monroe,Norwaik, oldsaybrook",1,113,4 distinct places named
CT,Not provided,2,113,no matching place
GA,Hapesville,1,113,no matching place
GA,Julliette,1,113,no matching place
IL,"1100 N. Rt 83, Mundelein 60060 200 S. Waukegan Rd. Deerfield, IL 60115",1,113,no matching place
IL,"3030 Wabash Ave., Spfld. 62704 3001 S. Dirksen Pkwy. Springfield, IL 62703",1,113,no matching place
IL,"Madison County Distribution Center 1 Gateway Commerce Center Dr W Edwardsville, IL 62025",1,113,no matching place
IL,"Waukegan School Dist. 60 2325 Brookside Avenue Waukegan, IL 60085",1,113,no matching place
IN,Evansville and Mount Vernon,1,113,2 distinct places named
LA,3340 Perimeter Hill Drive Nashville TN 37211 (Orleans Justice Centre),1,113,no matching place
MI,Commerce Twp.,1,113,no matching place
NJ,Los Angeles,1,113,no matching place
NJ,Princton,1,113,no matching place
NY,Chautaqua,2,113,no matching place
OH,Columbus (Franklin) Cincinnati (Hamilton) Various (Various),1,113,4 distinct places named
AL,Fort McClellan,1,112,no matching place
